account_id,customer_id,account_type,account_status,account_balance,open_date,branch_id
ACC0004248,CUST001843,Line of Credit,Active,2457.18,2025-10-01,BR0034
ACC0004249,CUST001246,Line of Credit,Active,4748.61,2023-10-27,BR0074
ACC0004250,CUST003163,Line of Credit,Active,5943.39,2023-08-14,BR0030
ACC0004251,CUST001247,Savings,Active,8950.82,2026-03-12,BR0048
ACC0004252,CUST001185,Savings,Active,8976.37,2024-12-21,BR0095
ACC0004253,CUST004734,Savings,Active,11281.3,2022-08-09,BR0031
ACC0004254,CUST003981,Chequing,Active,10403.05,2021-09-06,BR0084
ACC0004255,CUST000750,Savings,Active,6171.37,2025-03-17,BR0050
ACC0004256,CUST004588,Savings,Active,10870.43,2018-09-12,BR0017
ACC0004257,CUST004380,Savings,Active,6213.64,2018-09-29,BR0094
ACC0004258,CUST000477,Chequing,Active,2331.59,2025-12-22,BR0053
ACC0004259,CUST001243,Line of Credit,Active,2513.14,2018-09-12,BR0068
ACC0004260,CUST001149,Savings,Dormant,5834.88,2026-01-09,BR0035
ACC0004261,CUST001236,Savings,Active,3461.43,2025-03-14,BR0040
ACC0004262,CUST004968,Savings,Active,6457.77,2024-01-25,BR0098
ACC0004263,CUST002180,Line of Credit,Active,10576.61,2023-10-26,BR0043
ACC0004264,CUST001990,Savings,Active,5495.15,2022-09-06,BR0017
ACC0004265,CUST003053,Chequing,Active,1757.42,2019-02-01,BR0044
ACC0004266,CUST003531,Chequing,Active,9277.91,2023-02-06,BR0063
ACC0004267,CUST000023,Savings,Active,5147.85,2025-03-01,BR0060
ACC0004268,CUST003227,Chequing,Active,5940.04,2021-07-16,BR0096
ACC0004269,CUST003103,Chequing,Active,20927.03,2019-02-01,BR0009
ACC0004270,CUST003016,Chequing,Active,11289.77,2023-02-04,BR0062
ACC0004271,CUST001188,Line of Credit,Active,12820.91,2025-05-24,BR0024
ACC0004272,CUST004671,Savings,Closed,5583.26,2020-08-10,BR0047
ACC0004273,CUST002725,Line of Credit,Active,18397.46,2026-02-22,BR0010
ACC0004274,CUST004670,Line of Credit,Active,3915.59,2024-04-10,BR0057
ACC0004275,CUST003225,Chequing,Active,2360.78,2022-08-09,BR0066
ACC0004276,CUST004891,Savings,Active,20213.62,2022-06-19,BR0098
ACC0004277,CUST000632,Savings,Active,1786.25,2025-08-18,BR0011
ACC0004278,CUST003797,Line of Credit,Active,5166.58,2019-06-28,BR0098
ACC0004279,CUST002273,Line of Credit,Active,9360.68,2020-07-11,BR0023
ACC0004280,CUST001578,Chequing,Active,5627.53,2021-04-27,BR0013
ACC0004281,CUST002870,Line of Credit,Active,4546.73,2022-07-02,BR0046
ACC0004282,CUST002104,Savings,Active,6984.86,2022-07-20,BR0069
ACC0004283,CUST002477,Line of Credit,Active,6725.55,2025-07-23,BR0075
ACC0004284,CUST004010,Line of Credit,Active,7473.74,2025-03-23,BR0012
ACC0004285,CUST000264,Line of Credit,Active,13493.34,2019-08-30,BR0002
ACC0004286,CUST002508,Chequing,Active,9667.44,2025-09-20,BR0049
ACC0004287,CUST000596,Line of Credit,Active,6058.25,2021-05-15,BR0070
ACC0004288,CUST003652,Chequing,Active,8054.82,2024-06-15,BR0083
ACC0004289,CUST000799,Savings,Active,537.22,2021-01-01,BR0080
ACC0004290,CUST001942,Line of Credit,Active,6317.18,2021-06-07,BR0056
ACC0004291,CUST000722,Chequing,Active,8435.57,2019-10-26,BR0090
ACC0004292,CUST003425,Chequing,Active,4255.76,2021-06-10,BR0056
ACC0004293,CUST003083,Savings,Active,5271.54,2022-05-23,BR0061
ACC0004294,CUST000872,Line of Credit,Active,11322.12,2020-02-04,BR0019
ACC0004295,CUST000374,Chequing,Active,3422.15,2020-08-21,BR0030
ACC0004296,CUST003977,Savings,Active,11493.8,2022-09-24,BR0039
ACC0004297,CUST002576,Line of Credit,Closed,16165.59,2025-06-11,BR0087
ACC0004298,CUST004622,Chequing,Active,5364.79,2020-11-06,BR0077
ACC0004299,CUST002015,Savings,Active,3458.28,2021-02-07,BR0039
ACC0004300,CUST004266,Line of Credit,Active,4400.0,2025-02-09,BR0070
ACC0004301,CUST004178,Savings,Active,15526.62,2022-02-05,BR0029
ACC0004302,CUST003450,Chequing,Active,3320.87,2020-11-19,BR0080
ACC0004303,CUST003225,Line of Credit,Active,3464.39,2025-04-09,BR0013
ACC0004304,CUST004021,Savings,Active,1761.93,2022-11-13,BR0044
ACC0004305,CUST002841,Savings,Active,5203.38,2020-01-02,BR0027
ACC0004306,CUST002101,Savings,Active,7617.86,2019-12-27,BR0087
ACC0004307,CUST002177,Savings,Active,14371.23,2024-03-21,BR0027
ACC0004308,CUST001997,Savings,Active,5504.27,2025-12-11,BR0022
ACC0004309,CUST003153,Chequing,Active,9194.49,2020-10-19,BR0051
ACC0004310,CUST000559,Chequing,Active,4459.74,2022-10-16,BR0024
ACC0004311,CUST001545,Line of Credit,Active,3039.72,2025-06-26,BR0077
ACC0004312,CUST000087,Savings,Active,13269.87,2019-10-07,BR0060
ACC0004313,CUST000006,Chequing,Dormant,7488.99,2023-08-08,BR0099
ACC0004314,CUST001935,Line of Credit,Active,9647.55,2020-04-01,BR0003
ACC0004315,CUST001952,Savings,Active,7355.61,2025-08-27,BR0001
ACC0004316,CUST000650,Line of Credit,Active,2290.22,2019-08-09,BR0090
ACC0004317,CUST003479,Chequing,Active,11283.01,2026-04-04,BR0087
ACC0004318,CUST004536,Chequing,Active,4284.75,2022-08-08,BR0089
ACC0004319,CUST004830,Line of Credit,Active,8905.4,2025-03-09,BR0067
ACC0004320,CUST003583,Savings,Active,3159.46,2021-11-13,BR0063
ACC0004321,CUST002464,Line of Credit,Active,3322.39,2025-02-26,BR0028
ACC0004322,CUST002220,Line of Credit,Active,4507.12,2022-07-23,BR0080
ACC0004323,CUST004381,Chequing,Active,3783.09,2019-04-19,BR0029
ACC0004324,CUST001099,Chequing,Active,2946.7,2021-09-04,BR0087
ACC0004325,CUST004502,Chequing,Active,19920.66,2018-09-05,BR0052
ACC0004326,CUST004402,Line of Credit,Active,6817.22,2024-06-20,BR0016
ACC0004327,CUST004715,Line of Credit,Dormant,2085.77,2023-04-01,BR0050
ACC0004328,CUST000964,Line of Credit,Active,3059.75,2022-01-13,BR0093
ACC0004329,CUST002800,Chequing,Active,3956.14,2018-06-28,BR0069
ACC0004330,CUST001472,Savings,Active,4957.64,2024-07-05,BR0087
ACC0004331,CUST003248,Line of Credit,Active,10050.69,2021-02-05,BR0037
ACC0004332,CUST002716,Savings,Active,7619.22,2020-09-26,BR0076
ACC0004333,CUST004624,Savings,Active,6709.58,2023-08-11,BR0095
ACC0004334,CUST001684,Savings,Active,2428.82,2023-07-28,BR0071
ACC0004335,CUST001784,Savings,Active,9091.1,2019-05-26,BR0094
ACC0004336,CUST003057,Chequing,Active,2317.07,2021-08-19,BR0076
ACC0004337,CUST004969,Savings,Dormant,5918.71,2025-05-09,BR0058
ACC0004338,CUST002306,Savings,Active,7928.35,2023-10-25,BR0029
ACC0004339,CUST002766,Savings,Active,8093.08,2020-11-16,BR0059
ACC0004340,CUST001212,Savings,Dormant,7318.16,2019-07-04,BR0013
ACC0004341,CUST003212,Savings,Active,7505.34,2024-05-16,BR0024
ACC0004342,CUST000512,Savings,Active,7141.95,2025-02-23,BR0046
ACC0004343,CUST004974,Line of Credit,Active,2702.66,2026-01-02,BR0083
ACC0004344,CUST001812,Savings,Active,2604.18,2024-10-02,BR0029
ACC0004345,CUST000472,Line of Credit,Active,10648.56,2019-01-10,BR0080
ACC0004346,CUST001704,Chequing,Active,10737.46,2024-10-06,BR0050
ACC0004347,CUST002064,Chequing,Dormant,3292.22,2025-03-04,BR0062
ACC0004348,CUST004935,Line of Credit,Active,7386.87,2018-09-15,BR0069
ACC0004349,CUST001179,Line of Credit,Active,8289.03,2024-10-14,BR0024
ACC0004350,CUST001314,Line of Credit,Active,6714.35,2025-02-14,BR0086
ACC0004351,CUST004378,Line of Credit,Active,11533.03,2025-10-27,BR0001
ACC0004352,CUST001100,Savings,Active,5058.15,2020-11-09,BR0035
ACC0004353,CUST001575,Line of Credit,Active,5342.85,2023-05-09,BR0069
ACC0004354,CUST001024,Line of Credit,Active,11603.72,2020-06-26,BR0033
ACC0004355,CUST001051,Savings,Active,2757.93,2023-12-26,BR0057
ACC0004356,CUST004766,Line of Credit,Active,10415.02,2023-10-03,BR0069
ACC0004357,CUST004531,Chequing,Active,14719.16,2022-06-01,BR0022
ACC0004358,CUST004519,Savings,Active,8966.85,2019-06-30,BR0093
ACC0004359,CUST003342,Savings,Active,6407.55,2022-02-23,BR0041
ACC0004360,CUST000929,Line of Credit,Active,2840.16,2024-12-26,BR0100
ACC0004361,CUST002372,Savings,Closed,7364.9,2023-12-09,BR0022
ACC0004362,CUST001795,Line of Credit,Active,4177.62,2021-05-08,BR0058
ACC0004363,CUST003462,Line of Credit,Closed,5592.8,2019-10-15,BR0080
ACC0004364,CUST004227,Chequing,Active,8214.3,2024-11-23,BR0009
ACC0004365,CUST001760,Chequing,Closed,3814.04,2022-09-18,BR0010
ACC0004366,CUST003729,Chequing,Active,3145.85,2025-01-11,BR0047
ACC0004367,CUST004726,Line of Credit,Active,4762.2,2022-01-16,BR0038
ACC0004368,CUST004943,Line of Credit,Active,13814.19,2021-03-15,BR0070
ACC0004369,CUST000491,Line of Credit,Active,8308.89,2021-02-18,BR0077
ACC0004370,CUST000427,Line of Credit,Active,4139.68,2019-04-22,BR0075
ACC0004371,CUST002112,Line of Credit,Active,4426.46,2020-11-08,BR0024
ACC0004372,CUST001181,Chequing,Closed,12448.59,2021-09-04,BR0079
ACC0004373,CUST001593,Line of Credit,Dormant,2588.86,2018-11-12,BR0002
ACC0004374,CUST001379,Chequing,Active,13655.18,2022-07-13,BR0012
ACC0004375,CUST004275,Savings,Active,3722.43,2023-11-03,BR0061
ACC0004376,CUST004936,Chequing,Active,13345.64,2022-04-17,BR0072
ACC0004377,CUST002141,Savings,Active,10609.28,2023-05-09,BR0024
ACC0004378,CUST003951,Chequing,Active,3428.06,2021-05-09,BR0082
ACC0004379,CUST004939,Line of Credit,Active,9708.34,2022-07-25,BR0006
ACC0004380,CUST003785,Savings,Dormant,2173.7,2024-07-07,BR0002
ACC0004381,CUST004370,Chequing,Active,11787.12,2019-08-23,BR0029
ACC0004382,CUST003859,Chequing,Active,3374.35,2025-01-23,BR0085
ACC0004383,CUST001619,Line of Credit,Active,11803.04,2022-05-22,BR0060
ACC0004384,CUST002313,Line of Credit,Active,2706.98,2024-01-24,BR0054
ACC0004385,CUST003025,Chequing,Active,3523.83,2018-05-21,BR0044
ACC0004386,CUST002013,Line of Credit,Active,15554.51,2025-11-18,BR0035
ACC0004387,CUST002741,Line of Credit,Active,8819.62,2021-04-23,BR0004
ACC0004388,CUST004708,Chequing,Active,3753.88,2020-04-27,BR0075
ACC0004389,CUST001727,Chequing,Active,7802.75,2019-07-19,BR0057
ACC0004390,CUST002949,Savings,Active,7700.08,2019-05-11,BR0009
ACC0004391,CUST001079,Chequing,Active,5777.17,2020-10-14,BR0052
ACC0004392,CUST004769,Line of Credit,Active,7657.31,2025-12-13,BR0022
ACC0004393,CUST002961,Savings,Active,12527.89,2026-03-08,BR0029
ACC0004394,CUST000700,Savings,Active,10443.65,2020-10-07,BR0005
ACC0004395,CUST000710,Savings,Active,9046.82,2021-11-12,BR0093
ACC0004396,CUST002070,Line of Credit,Active,3684.9,2024-02-03,BR0011
ACC0004397,CUST004458,Savings,Active,2684.36,2025-12-27,BR0026
ACC0004398,CUST001064,Line of Credit,Active,6378.19,2023-03-17,BR0017
ACC0004399,CUST003980,Savings,Closed,10575.53,2025-07-05,BR0005
ACC0004400,CUST004098,Savings,Dormant,1525.35,2020-05-05,BR0033
ACC0004401,CUST001188,Savings,Active,4950.73,2022-02-06,BR0070
ACC0004402,CUST001753,Line of Credit,Active,8702.91,2020-04-03,BR0038
ACC0004403,CUST003251,Savings,Active,13507.95,2023-06-03,BR0081
ACC0004404,CUST001496,Chequing,Active,989.84,2022-04-03,BR0033
ACC0004405,CUST002652,Savings,Active,6352.85,2019-08-04,BR0011
ACC0004406,CUST001704,Savings,Active,4737.16,2022-04-04,BR0093
ACC0004407,CUST002511,Chequing,Active,6714.7,2024-10-23,BR0052
ACC0004408,CUST000927,Line of Credit,Active,9060.07,2024-10-19,BR0068
ACC0004409,CUST002524,Line of Credit,Active,2015.48,2024-02-22,BR0046
ACC0004410,CUST004640,Line of Credit,Active,3572.24,2022-03-19,BR0015
ACC0004411,CUST000495,Chequing,Active,3860.59,2025-08-28,BR0016
ACC0004412,CUST002280,Savings,Active,5337.93,2021-12-15,BR0041
ACC0004413,CUST003855,Line of Credit,Active,12109.61,2024-05-31,BR0092
ACC0004414,CUST000855,Line of Credit,Active,3366.62,2020-12-16,BR0084
ACC0004415,CUST002033,Savings,Active,4325.17,2018-09-20,BR0002
ACC0004416,CUST004153,Savings,Active,2619.23,2018-08-05,BR0077
ACC0004417,CUST001834,Savings,Active,5368.12,2022-02-16,BR0079
ACC0004418,CUST003328,Chequing,Active,5683.62,2021-01-08,BR0040
ACC0004419,CUST000042,Line of Credit,Active,5960.27,2022-03-04,BR0055
ACC0004420,CUST001503,Chequing,Active,21545.34,2021-09-27,BR0017
ACC0004421,CUST004701,Line of Credit,Active,10523.99,2019-09-20,BR0015
ACC0004422,CUST002713,Chequing,Active,6518.98,2023-06-15,BR0025
ACC0004423,CUST000216,Line of Credit,Active,8973.5,2020-10-28,BR0096
ACC0004424,CUST003665,Line of Credit,Active,4591.66,2020-03-23,BR0092
ACC0004425,CUST003408,Line of Credit,Active,19190.65,2019-07-20,BR0027
ACC0004426,CUST004981,Chequing,Active,10798.27,2025-01-08,BR0064
ACC0004427,CUST004432,Savings,Active,9962.23,2021-09-19,BR0092
ACC0004428,CUST002052,Line of Credit,Active,13760.16,2023-05-12,BR0011
ACC0004429,CUST003505,Line of Credit,Active,16576.19,2024-02-20,BR0085
ACC0004430,CUST004286,Chequing,Active,3425.62,2024-11-22,BR0077
ACC0004431,CUST000448,Savings,Active,12843.16,2025-04-18,BR0037
ACC0004432,CUST000461,Line of Credit,Active,8590.97,2021-03-29,BR0040
ACC0004433,CUST004212,Chequing,Active,7885.23,2023-12-16,BR0055
ACC0004434,CUST000732,Chequing,Active,15419.59,2025-01-17,BR0029
ACC0004435,CUST001146,Savings,Active,3631.7,2019-05-15,BR0087
ACC0004436,CUST004268,Chequing,Active,6586.64,2018-09-28,BR0001
ACC0004437,CUST002323,Savings,Active,6061.03,2021-01-08,BR0040
ACC0004438,CUST003757,Savings,Active,8519.66,2018-11-12,BR0026
ACC0004439,CUST002634,Savings,Dormant,8748.3,2021-10-15,BR0001
ACC0004440,CUST003041,Savings,Active,12550.69,2025-06-04,BR0048
ACC0004441,CUST000176,Chequing,Active,6940.15,2019-09-15,BR0033
ACC0004442,CUST001559,Chequing,Active,16131.78,2018-11-16,BR0098
ACC0004443,CUST002285,Chequing,Active,9078.35,2023-01-07,BR0075
ACC0004444,CUST002631,Savings,Active,3379.83,2020-11-25,BR0071
ACC0004445,CUST000468,Savings,Active,4667.8,2022-04-23,BR0009
ACC0004446,CUST002823,Line of Credit,Dormant,9943.79,2020-02-07,BR0052
ACC0004447,CUST002706,Line of Credit,Active,8727.43,2025-06-27,BR0060
ACC0004448,CUST004814,Line of Credit,Active,8442.06,2022-05-01,BR0098
ACC0004449,CUST000819,Savings,Active,17469.02,2024-10-02,BR0013
ACC0004450,CUST001399,Chequing,Active,11815.08,2022-01-21,BR0052
ACC0004451,CUST002790,Chequing,Active,5263.65,2021-10-11,BR0053
ACC0004452,CUST000479,Chequing,Active,6168.16,2019-08-29,BR0090
ACC0004453,CUST001577,Chequing,Active,5087.98,2023-10-04,BR0051
ACC0004454,CUST000129,Chequing,Active,3897.21,2020-07-08,BR0017
ACC0004455,CUST000532,Chequing,Active,18157.53,2022-02-11,BR0068
ACC0004456,CUST004848,Line of Credit,Dormant,8684.14,2020-06-06,BR0074
ACC0004457,CUST001370,Line of Credit,Active,3019.59,2018-09-25,BR0063
ACC0004458,CUST002899,Savings,Active,15267.14,2019-01-30,BR0049
ACC0004459,CUST000055,Chequing,Active,4260.44,2026-03-14,BR0073
ACC0004460,CUST004964,Chequing,Closed,7803.06,2024-08-11,BR0011
ACC0004461,CUST002719,Line of Credit,Dormant,7129.47,2022-03-07,BR0034
ACC0004462,CUST003112,Chequing,Active,2374.24,2019-10-30,BR0019
ACC0004463,CUST001932,Line of Credit,Active,1604.64,2024-03-29,BR0024
ACC0004464,CUST004430,Line of Credit,Active,10597.83,2024-07-23,BR0024
ACC0004465,CUST004122,Savings,Active,13317.12,2018-06-10,BR0085
ACC0004466,CUST000907,Savings,Dormant,8095.64,2020-03-12,BR0026
ACC0004467,CUST004655,Line of Credit,Dormant,24680.86,2021-11-19,BR0056
ACC0004468,CUST004707,Savings,Active,4490.75,2026-02-18,BR0065
ACC0004469,CUST002335,Chequing,Active,1936.52,2019-02-24,BR0029
ACC0004470,CUST003150,Line of Credit,Active,8838.56,2023-01-02,BR0025
ACC0004471,CUST004504,Chequing,Active,3565.99,2024-12-07,BR0057
ACC0004472,CUST002560,Chequing,Active,6566.35,2020-04-15,BR0027
ACC0004473,CUST002395,Chequing,Dormant,11956.46,2023-11-07,BR0097
ACC0004474,CUST000203,Line of Credit,Active,4844.8,2025-09-16,BR0099
ACC0004475,CUST002380,Line of Credit,Active,6570.71,2020-04-28,BR0077
ACC0004476,CUST002806,Savings,Active,12966.18,2020-07-03,BR0080
ACC0004477,CUST002067,Savings,Active,6062.39,2018-07-31,BR0044
ACC0004478,CUST002660,Chequing,Active,8837.89,2025-11-19,BR0048
ACC0004479,CUST002849,Line of Credit,Active,9479.47,2019-06-15,BR0069
ACC0004480,CUST000674,Line of Credit,Closed,6094.02,2022-05-27,BR0032
ACC0004481,CUST002532,Savings,Active,6212.49,2023-02-18,BR0072
ACC0004482,CUST003053,Line of Credit,Active,6728.23,2026-02-07,BR0060
ACC0004483,CUST001040,Savings,Dormant,4506.03,2023-04-25,BR0074
ACC0004484,CUST002872,Line of Credit,Active,8584.3,2019-11-25,BR0056
ACC0004485,CUST000086,Line of Credit,Dormant,4570.86,2022-12-10,BR0013
ACC0004486,CUST000600,Chequing,Active,4966.86,2023-01-24,BR0036
ACC0004487,CUST000446,Line of Credit,Active,3609.21,2026-01-23,BR0043
ACC0004488,CUST001421,Chequing,Active,13549.69,2024-12-11,BR0046
ACC0004489,CUST004825,Chequing,Active,2720.59,2023-09-18,BR0003
ACC0004490,CUST000086,Chequing,Active,17709.12,2024-01-14,BR0085
ACC0004491,CUST003817,Savings,Active,6338.92,2018-07-19,BR0074
ACC0004492,CUST004931,Savings,Active,5279.22,2022-10-14,BR0043
ACC0004493,CUST004293,Chequing,Active,3614.14,2023-10-27,BR0019
ACC0004494,CUST003499,Chequing,Active,3860.03,2019-04-05,BR0059
ACC0004495,CUST000530,Chequing,Active,4554.69,2022-10-24,BR0016
ACC0004496,CUST004935,Line of Credit,Active,28379.1,2019-06-04,BR0088
ACC0004497,CUST001949,Savings,Active,4549.24,2020-09-25,BR0089
ACC0004498,CUST002349,Chequing,Active,8968.25,2024-01-27,BR0041
ACC0004499,CUST004730,Savings,Active,5882.1,2019-11-02,BR0048
ACC0004500,CUST003308,Chequing,Active,18528.73,2025-11-28,BR0078
ACC0004501,CUST000107,Chequing,Active,7718.98,2024-10-30,BR0099
ACC0004502,CUST004578,Savings,Dormant,3055.18,2020-03-05,BR0057
ACC0004503,CUST001968,Chequing,Dormant,5053.57,2023-04-21,BR0069
ACC0004504,CUST001752,Savings,Active,22421.41,2021-04-22,BR0050
ACC0004505,CUST004492,Chequing,Active,10810.04,2024-04-19,BR0036
ACC0004506,CUST003913,Chequing,Active,6610.23,2022-10-28,BR0052
ACC0004507,CUST002658,Line of Credit,Active,3721.56,2026-01-09,BR0067
ACC0004508,CUST004527,Chequing,Active,3996.41,2022-08-21,BR0015
ACC0004509,CUST003329,Savings,Closed,3351.86,2019-10-13,BR0021
ACC0004510,CUST002929,Line of Credit,Dormant,2261.19,2021-06-01,BR0030
ACC0004511,CUST002497,Savings,Active,10417.72,2020-06-20,BR0077
ACC0004512,CUST000737,Savings,Active,9371.08,2019-08-24,BR0064
ACC0004513,CUST001330,Chequing,Active,7371.8,2020-10-20,BR0011
ACC0004514,CUST004168,Chequing,Active,14584.57,2022-11-14,BR0024
ACC0004515,CUST004309,Chequing,Active,10205.24,2021-02-20,BR0054
ACC0004516,CUST004828,Chequing,Active,2596.74,2019-08-29,BR0058
ACC0004517,CUST000071,Savings,Active,6783.97,2021-06-18,BR0077
ACC0004518,CUST003566,Chequing,Active,11143.01,2019-04-19,BR0097
ACC0004519,CUST001382,Chequing,Active,6823.33,2024-03-07,BR0092
ACC0004520,CUST004931,Chequing,Dormant,7212.15,2025-10-08,BR0013
ACC0004521,CUST003090,Chequing,Active,2218.43,2025-06-08,BR0016
ACC0004522,CUST003870,Savings,Active,4643.18,2023-07-02,BR0041
ACC0004523,CUST001358,Savings,Active,9008.94,2024-02-18,BR0002
ACC0004524,CUST003455,Savings,Active,6186.72,2023-01-09,BR0099
ACC0004525,CUST000288,Chequing,Active,2455.51,2023-01-27,BR0045
ACC0004526,CUST004296,Chequing,Active,11047.2,2019-04-28,BR0094
ACC0004527,CUST003699,Line of Credit,Active,6020.7,2024-12-17,BR0076
ACC0004528,CUST002239,Line of Credit,Active,7147.91,2026-03-07,BR0055
ACC0004529,CUST000702,Chequing,Active,2617.42,2024-02-13,BR0081
ACC0004530,CUST000678,Savings,Active,2026.9,2023-07-02,BR0012
ACC0004531,CUST001932,Chequing,Dormant,7382.44,2020-08-11,BR0075
ACC0004532,CUST003914,Savings,Active,13573.55,2025-03-10,BR0021
ACC0004533,CUST003159,Savings,Active,10855.89,2021-04-29,BR0089
ACC0004534,CUST002695,Savings,Active,9981.62,2018-04-22,BR0030
ACC0004535,CUST000887,Chequing,Active,7767.1,2022-09-22,BR0045
ACC0004536,CUST002731,Chequing,Active,2947.62,2019-12-15,BR0060
ACC0004537,CUST001399,Savings,Active,1360.08,2021-06-18,BR0086
ACC0004538,CUST001411,Line of Credit,Active,24153.92,2024-11-04,BR0002
ACC0004539,CUST003180,Savings,Active,6001.12,2022-06-17,BR0016
ACC0004540,CUST002428,Line of Credit,Active,4728.3,2024-01-17,BR0065
ACC0004541,CUST003352,Chequing,Active,7070.13,2018-06-25,BR0007
ACC0004542,CUST001304,Savings,Active,3603.96,2020-02-25,BR0052
ACC0004543,CUST003904,Line of Credit,Dormant,5087.32,2024-10-05,BR0042
ACC0004544,CUST001485,Line of Credit,Active,17470.04,2024-04-09,BR0015
ACC0004545,CUST004538,Savings,Active,8333.05,2018-08-12,BR0005
ACC0004546,CUST002345,Savings,Active,9493.5,2024-03-16,BR0064
ACC0004547,CUST002396,Chequing,Active,6333.97,2023-07-22,BR0062
ACC0004548,CUST003099,Chequing,Active,12592.24,2023-01-07,BR0059
ACC0004549,CUST002879,Line of Credit,Dormant,12402.52,2019-09-15,BR0085
ACC0004550,CUST002448,Line of Credit,Active,5903.41,2024-01-28,BR0029
ACC0004551,CUST000550,Savings,Active,6805.9,2022-04-16,BR0004
ACC0004552,CUST001879,Line of Credit,Active,13778.76,2018-12-29,BR0003
ACC0004553,CUST002597,Chequing,Active,7051.14,2025-09-30,BR0002
ACC0004554,CUST000358,Line of Credit,Active,5482.2,2021-11-12,BR0090
ACC0004555,CUST002529,Chequing,Active,5729.23,2019-06-04,BR0091
ACC0004556,CUST002264,Line of Credit,Active,5063.55,2020-08-05,BR0098
ACC0004557,CUST004340,Chequing,Active,6998.61,2022-07-04,BR0016
ACC0004558,CUST004672,Chequing,Active,5167.85,2026-03-24,BR0052
ACC0004559,CUST004396,Line of Credit,Active,6987.56,2024-12-30,BR0015
ACC0004560,CUST000341,Line of Credit,Active,4313.01,2019-12-22,BR0032
ACC0004561,CUST000386,Savings,Active,8431.87,2023-10-21,BR0090
ACC0004562,CUST000221,Chequing,Active,9161.06,2019-09-22,BR0066
ACC0004563,CUST004251,Savings,Active,10089.27,2021-01-06,BR0036
ACC0004564,CUST002488,Line of Credit,Active,9258.46,2026-03-10,BR0094
ACC0004565,CUST003790,Savings,Active,12050.24,2022-05-15,BR0068
ACC0004566,CUST002543,Line of Credit,Active,7328.81,2022-07-26,BR0073
ACC0004567,CUST001536,Line of Credit,Active,6951.0,2023-09-19,BR0071
ACC0004568,CUST003819,Chequing,Active,4683.57,2019-04-09,BR0024
ACC0004569,CUST003051,Chequing,Active,10638.49,2022-09-27,BR0069
ACC0004570,CUST004003,Chequing,Active,4876.36,2021-06-04,BR0067
ACC0004571,CUST003620,Chequing,Active,1969.31,2023-12-30,BR0042
ACC0004572,CUST004149,Line of Credit,Active,4541.68,2018-09-24,BR0006
ACC0004573,CUST001325,Line of Credit,Active,11102.95,2022-07-10,BR0011
ACC0004574,CUST000615,Line of Credit,Active,9859.1,2026-02-12,BR0040
ACC0004575,CUST002953,Chequing,Dormant,7921.07,2022-07-21,BR0092
ACC0004576,CUST003802,Line of Credit,Active,21447.16,2026-01-25,BR0025
ACC0004577,CUST001911,Line of Credit,Active,8455.46,2025-10-21,BR0035
ACC0004578,CUST003293,Line of Credit,Active,4066.51,2021-07-19,BR0100
ACC0004579,CUST003905,Line of Credit,Active,3831.8,2020-11-05,BR0046
ACC0004580,CUST002400,Savings,Active,9250.77,2023-12-20,BR0085
ACC0004581,CUST000187,Chequing,Dormant,14956.22,2018-06-11,BR0023
ACC0004582,CUST003588,Savings,Dormant,6895.39,2023-12-18,BR0075
ACC0004583,CUST003686,Savings,Closed,8605.14,2019-11-12,BR0069
ACC0004584,CUST002512,Chequing,Active,8868.14,2019-03-10,BR0008
ACC0004585,CUST003407,Line of Credit,Active,21909.18,2021-05-09,BR0077
ACC0004586,CUST000333,Line of Credit,Active,11658.81,2026-04-10,BR0041
ACC0004587,CUST004388,Line of Credit,Active,13282.69,2021-03-18,BR0027
ACC0004588,CUST003737,Savings,Active,3960.1,2022-09-01,BR0080
ACC0004589,CUST000949,Chequing,Active,4865.37,2024-10-01,BR0012
ACC0004590,CUST000032,Line of Credit,Dormant,4630.72,2023-04-13,BR0078
ACC0004591,CUST000588,Savings,Active,5976.09,2020-05-07,BR0099
ACC0004592,CUST004096,Savings,Active,7219.13,2021-06-06,BR0034
ACC0004593,CUST004796,Chequing,Active,8258.54,2025-12-05,BR0001
ACC0004594,CUST004470,Savings,Active,6605.92,2025-04-21,BR0049
ACC0004595,CUST004595,Line of Credit,Active,4563.52,2023-05-15,BR0048
ACC0004596,CUST003793,Savings,Closed,3432.56,2022-02-15,BR0054
ACC0004597,CUST003875,Chequing,Active,8756.13,2025-08-31,BR0097
ACC0004598,CUST002635,Savings,Active,10258.99,2021-01-17,BR0018
ACC0004599,CUST004349,Line of Credit,Dormant,6136.27,2023-02-08,BR0086
ACC0004600,CUST003514,Savings,Active,2211.87,2021-05-04,BR0046
ACC0004601,CUST003338,Savings,Active,11591.03,2020-02-09,BR0035
ACC0004602,CUST004063,Line of Credit,Active,5978.55,2020-10-10,BR0067
ACC0004603,CUST001102,Savings,Active,2763.2,2024-04-19,BR0015
ACC0004604,CUST003557,Savings,Active,6843.86,2026-01-12,BR0007
ACC0004605,CUST004399,Chequing,Active,12043.13,2020-04-01,BR0096
ACC0004606,CUST001876,Chequing,Active,5344.53,2024-04-22,BR0031
ACC0004607,CUST000575,Line of Credit,Active,1050.95,2022-07-18,BR0098
ACC0004608,CUST000923,Chequing,Active,5789.95,2024-06-23,BR0064
ACC0004609,CUST003289,Line of Credit,Active,4419.15,2021-07-11,BR0074
