card_id,customer_id,account_id,card_type,card_status,credit_limit,issue_date
CARD0000659,CUST003352,ACC0004846,Travel Rewards,Active,20000.0,2022-12-09
CARD0000660,CUST003370,ACC0005868,Visa Classic,Active,20000.0,2022-09-09
CARD0000661,CUST004383,ACC0003476,Visa Classic,Active,20000.0,2022-06-30
CARD0000662,CUST003148,ACC0000544,Travel Rewards,Active,1000.0,2026-01-21
CARD0000663,CUST001948,ACC0002352,Visa Infinite,Active,15000.0,2026-05-21
CARD0000664,CUST002201,ACC0002796,Visa Classic,Active,1000.0,2021-10-28
CARD0000665,CUST003349,ACC0004696,Cash Back,Active,15000.0,2022-11-08
CARD0000666,CUST001217,ACC0005445,Cash Back,Active,5000.0,2024-08-25
CARD0000667,CUST002533,ACC0007040,Visa Classic,Active,15000.0,2024-09-11
CARD0000668,CUST000225,ACC0002288,Travel Rewards,Active,5000.0,2025-10-18
CARD0000669,CUST002024,ACC0001054,Travel Rewards,Active,20000.0,2022-12-17
CARD0000670,CUST003874,ACC0005563,Cash Back,Active,7500.0,2026-02-07
CARD0000671,CUST001985,ACC0006054,Travel Rewards,Active,7500.0,2024-07-12
CARD0000672,CUST003268,ACC0000382,Travel Rewards,Active,20000.0,2025-08-07
CARD0000673,CUST003608,ACC0000057,Travel Rewards,Active,2500.0,2026-05-11
CARD0000674,CUST002299,ACC0000070,Cash Back,Active,1000.0,2023-03-13
CARD0000675,CUST002061,ACC0003208,Travel Rewards,Active,1000.0,2023-05-04
CARD0000676,CUST002846,ACC0002752,Cash Back,Closed,10000.0,2025-05-22
CARD0000677,CUST002197,ACC0001430,Travel Rewards,Active,15000.0,2023-12-12
CARD0000678,CUST002595,ACC0001546,Travel Rewards,Active,15000.0,2025-03-16
CARD0000679,CUST000708,ACC0001128,Visa Infinite,Active,10000.0,2023-08-02
CARD0000680,CUST004875,ACC0003321,Visa Infinite,Active,2500.0,2024-05-03
CARD0000681,CUST002058,ACC0006612,Cash Back,Active,5000.0,2025-07-30
CARD0000682,CUST004112,ACC0002488,Visa Infinite,Active,7500.0,2024-08-14
CARD0000683,CUST003271,ACC0007783,Cash Back,Active,20000.0,2022-09-07
CARD0000684,CUST003554,ACC0003008,Travel Rewards,Active,5000.0,2023-06-06
CARD0000685,CUST002430,ACC0000446,Cash Back,Active,7500.0,2022-12-29
CARD0000686,CUST002248,ACC0007565,Travel Rewards,Active,10000.0,2025-07-31
CARD0000687,CUST002297,ACC0006512,Travel Rewards,Closed,7500.0,2023-09-16
CARD0000688,CUST001036,ACC0004882,Travel Rewards,Active,2500.0,2024-07-30
CARD0000689,CUST002205,ACC0000801,Cash Back,Active,2500.0,2024-05-24
CARD0000690,CUST004857,ACC0003559,Travel Rewards,Active,7500.0,2025-02-28
CARD0000691,CUST003113,ACC0003207,Cash Back,Active,10000.0,2024-11-15
CARD0000692,CUST004432,ACC0006665,Travel Rewards,Active,2500.0,2024-09-12
CARD0000693,CUST000163,ACC0007588,Travel Rewards,Active,1000.0,2024-09-15
CARD0000694,CUST003340,ACC0002346,Visa Classic,Active,7500.0,2024-11-03
CARD0000695,CUST002276,ACC0007399,Travel Rewards,Closed,2500.0,2022-03-26
CARD0000696,CUST002561,ACC0006475,Cash Back,Active,10000.0,2025-11-19
CARD0000697,CUST001651,ACC0000020,Travel Rewards,Active,2500.0,2023-02-14
CARD0000698,CUST004511,ACC0007384,Travel Rewards,Active,20000.0,2024-04-26
CARD0000699,CUST002500,ACC0005334,Cash Back,Active,2500.0,2022-05-13
CARD0000700,CUST001879,ACC0006533,Visa Classic,Active,7500.0,2024-11-08
CARD0000701,CUST000844,ACC0001512,Visa Classic,Active,15000.0,2025-10-24
CARD0000702,CUST002202,ACC0000829,Cash Back,Active,20000.0,2024-10-21
CARD0000703,CUST000646,ACC0007432,Cash Back,Active,10000.0,2023-02-20
CARD0000704,CUST001709,ACC0007154,Visa Infinite,Active,10000.0,2022-07-24
CARD0000705,CUST000599,ACC0004673,Travel Rewards,Active,2500.0,2026-01-24
CARD0000706,CUST003945,ACC0006537,Visa Infinite,Active,1000.0,2022-06-22
CARD0000707,CUST000868,ACC0000477,Cash Back,Active,5000.0,2024-01-15
CARD0000708,CUST001386,ACC0005669,Travel Rewards,Active,5000.0,2023-11-02
CARD0000709,CUST004058,ACC0006574,Visa Classic,Active,10000.0,2024-02-19
CARD0000710,CUST002545,ACC0002677,Visa Classic,Active,5000.0,2021-09-30
CARD0000711,CUST000886,ACC0000469,Visa Classic,Active,10000.0,2023-06-01
CARD0000712,CUST003079,ACC0007417,Visa Classic,Active,2500.0,2024-07-02
CARD0000713,CUST001139,ACC0000309,Travel Rewards,Active,7500.0,2023-06-16
CARD0000714,CUST004087,ACC0007429,Travel Rewards,Active,5000.0,2024-06-25
CARD0000715,CUST001191,ACC0002926,Cash Back,Active,1000.0,2026-03-13
CARD0000716,CUST003006,ACC0001651,Visa Infinite,Active,2500.0,2024-12-09
CARD0000717,CUST002730,ACC0004086,Visa Classic,Blocked,2500.0,2021-07-30
CARD0000718,CUST000013,ACC0005326,Cash Back,Active,7500.0,2025-04-24
CARD0000719,CUST001432,ACC0005429,Cash Back,Active,5000.0,2024-04-30
CARD0000720,CUST000016,ACC0001967,Travel Rewards,Active,20000.0,2021-11-01
CARD0000721,CUST003889,ACC0005846,Travel Rewards,Active,7500.0,2025-02-18
CARD0000722,CUST001852,ACC0005775,Visa Classic,Active,15000.0,2025-10-21
CARD0000723,CUST002543,ACC0007283,Visa Infinite,Active,2500.0,2024-08-02
CARD0000724,CUST002263,ACC0006045,Cash Back,Active,7500.0,2024-11-27
CARD0000725,CUST001375,ACC0004627,Travel Rewards,Active,1000.0,2025-03-18
CARD0000726,CUST000836,ACC0000081,Visa Infinite,Active,10000.0,2025-10-12
CARD0000727,CUST003259,ACC0002133,Visa Infinite,Active,2500.0,2023-03-24
CARD0000728,CUST004814,ACC0000642,Travel Rewards,Active,5000.0,2021-07-20
CARD0000729,CUST002735,ACC0002895,Cash Back,Active,15000.0,2024-08-20
CARD0000730,CUST004970,ACC0002437,Cash Back,Active,5000.0,2021-07-31
CARD0000731,CUST001404,ACC0003890,Visa Infinite,Active,10000.0,2025-07-31
CARD0000732,CUST002201,ACC0003667,Travel Rewards,Active,2500.0,2025-05-29
CARD0000733,CUST000631,ACC0001510,Cash Back,Active,7500.0,2024-05-28
CARD0000734,CUST003946,ACC0007727,Visa Classic,Active,20000.0,2026-04-14
CARD0000735,CUST000574,ACC0001169,Visa Classic,Active,10000.0,2025-03-30
CARD0000736,CUST004602,ACC0004199,Travel Rewards,Active,2500.0,2025-07-14
CARD0000737,CUST003936,ACC0001406,Visa Infinite,Active,10000.0,2024-11-17
CARD0000738,CUST000908,ACC0004732,Visa Infinite,Active,1000.0,2023-07-19
CARD0000739,CUST000160,ACC0002222,Visa Classic,Active,2500.0,2022-10-11
CARD0000740,CUST003332,ACC0002974,Visa Infinite,Active,7500.0,2022-04-06
CARD0000741,CUST000564,ACC0006023,Visa Classic,Active,1000.0,2021-09-20
CARD0000742,CUST001692,ACC0004928,Travel Rewards,Active,1000.0,2025-04-14
CARD0000743,CUST004158,ACC0006684,Visa Classic,Active,7500.0,2022-10-22
CARD0000744,CUST003386,ACC0005153,Visa Infinite,Active,5000.0,2025-05-20
CARD0000745,CUST002443,ACC0000119,Visa Classic,Active,5000.0,2025-10-02
CARD0000746,CUST003376,ACC0003146,Visa Classic,Active,20000.0,2022-12-23
CARD0000747,CUST004056,ACC0003026,Visa Infinite,Active,10000.0,2023-11-08
CARD0000748,CUST000414,ACC0004669,Visa Classic,Active,20000.0,2024-01-31
CARD0000749,CUST000345,ACC0005934,Visa Infinite,Active,10000.0,2021-12-22
CARD0000750,CUST001381,ACC0004621,Visa Classic,Active,10000.0,2023-03-08
CARD0000751,CUST000973,ACC0004111,Cash Back,Active,10000.0,2023-12-29
CARD0000752,CUST000839,ACC0004936,Visa Classic,Closed,1000.0,2023-08-04
CARD0000753,CUST003227,ACC0004268,Cash Back,Blocked,5000.0,2024-03-08
CARD0000754,CUST003699,ACC0004527,Visa Infinite,Active,1000.0,2021-12-12
CARD0000755,CUST002531,ACC0003785,Visa Infinite,Active,7500.0,2025-10-05
CARD0000756,CUST004081,ACC0007829,Visa Infinite,Closed,15000.0,2024-05-17
CARD0000757,CUST004356,ACC0007688,Cash Back,Active,15000.0,2022-11-30
CARD0000758,CUST003573,ACC0001730,Cash Back,Active,1000.0,2024-11-22
CARD0000759,CUST002018,ACC0002665,Visa Classic,Active,1000.0,2024-05-11
CARD0000760,CUST004394,ACC0002099,Travel Rewards,Active,1000.0,2021-08-19
CARD0000761,CUST003573,ACC0002885,Visa Infinite,Active,10000.0,2025-06-04
CARD0000762,CUST000759,ACC0002992,Cash Back,Active,5000.0,2025-11-24
CARD0000763,CUST002147,ACC0006315,Visa Classic,Active,2500.0,2024-10-11
CARD0000764,CUST004777,ACC0007599,Cash Back,Active,1000.0,2023-02-12
CARD0000765,CUST000041,ACC0002573,Visa Classic,Active,1000.0,2022-08-15
CARD0000766,CUST001861,ACC0007758,Visa Infinite,Active,7500.0,2026-04-22
CARD0000767,CUST001989,ACC0001058,Travel Rewards,Active,10000.0,2023-01-28
CARD0000768,CUST002577,ACC0003806,Travel Rewards,Active,1000.0,2025-02-26
CARD0000769,CUST001695,ACC0005834,Visa Infinite,Active,2500.0,2024-03-17
CARD0000770,CUST001852,ACC0005635,Visa Infinite,Active,20000.0,2024-05-05
CARD0000771,CUST002560,ACC0006246,Cash Back,Active,2500.0,2023-11-30
CARD0000772,CUST004034,ACC0007900,Travel Rewards,Active,20000.0,2023-01-20
CARD0000773,CUST001230,ACC0005872,Travel Rewards,Active,1000.0,2021-09-03
CARD0000774,CUST002979,ACC0003313,Visa Infinite,Active,5000.0,2025-04-25
CARD0000775,CUST001125,ACC0002472,Visa Classic,Active,5000.0,2022-09-07
CARD0000776,CUST003781,ACC0005081,Visa Infinite,Active,1000.0,2024-05-10
CARD0000777,CUST001453,ACC0004005,Travel Rewards,Blocked,15000.0,2022-11-03
CARD0000778,CUST004278,ACC0003986,Visa Classic,Active,5000.0,2024-08-03
CARD0000779,CUST003617,ACC0007987,Visa Infinite,Active,7500.0,2021-09-20
CARD0000780,CUST002781,ACC0006401,Cash Back,Active,7500.0,2023-07-01
CARD0000781,CUST002906,ACC0007480,Visa Classic,Active,5000.0,2023-09-16
CARD0000782,CUST002870,ACC0000774,Cash Back,Active,2500.0,2025-02-27
CARD0000783,CUST001621,ACC0007993,Travel Rewards,Active,5000.0,2022-11-20
CARD0000784,CUST003259,ACC0006776,Travel Rewards,Active,1000.0,2023-02-04
CARD0000785,CUST003106,ACC0007249,Cash Back,Active,10000.0,2024-12-08
CARD0000786,CUST001095,ACC0003902,Visa Classic,Active,5000.0,2022-12-10
CARD0000787,CUST003096,ACC0000051,Visa Infinite,Active,2500.0,2024-03-26
CARD0000788,CUST001409,ACC0005500,Visa Classic,Closed,15000.0,2025-10-24
CARD0000789,CUST000567,ACC0000734,Visa Classic,Active,7500.0,2024-03-10
CARD0000790,CUST004860,ACC0000246,Visa Infinite,Active,20000.0,2026-04-06
CARD0000791,CUST001795,ACC0005851,Visa Infinite,Active,5000.0,2023-02-13
CARD0000792,CUST000598,ACC0000180,Visa Classic,Active,5000.0,2025-10-23
CARD0000793,CUST004305,ACC0007033,Visa Classic,Active,10000.0,2025-05-15
CARD0000794,CUST000513,ACC0000018,Visa Infinite,Blocked,7500.0,2025-01-25
CARD0000795,CUST001881,ACC0002183,Visa Infinite,Active,15000.0,2023-06-21
CARD0000796,CUST004837,ACC0005931,Cash Back,Active,5000.0,2024-06-06
CARD0000797,CUST000762,ACC0003928,Visa Classic,Active,20000.0,2025-11-06
CARD0000798,CUST001438,ACC0007809,Travel Rewards,Active,15000.0,2025-05-06
CARD0000799,CUST003755,ACC0006217,Cash Back,Closed,1000.0,2023-11-22
CARD0000800,CUST001188,ACC0004271,Travel Rewards,Active,15000.0,2021-10-18
CARD0000801,CUST001212,ACC0007936,Visa Infinite,Active,15000.0,2023-11-23
CARD0000802,CUST003289,ACC0004609,Travel Rewards,Active,10000.0,2024-07-17
CARD0000803,CUST003058,ACC0002940,Cash Back,Active,2500.0,2025-07-19
CARD0000804,CUST004969,ACC0004337,Cash Back,Active,7500.0,2025-07-17
CARD0000805,CUST002640,ACC0003659,Visa Infinite,Active,7500.0,2023-04-23
CARD0000806,CUST003373,ACC0001374,Visa Classic,Active,5000.0,2024-11-02
CARD0000807,CUST002159,ACC0001088,Visa Classic,Blocked,7500.0,2021-11-19
CARD0000808,CUST004635,ACC0000322,Visa Infinite,Active,15000.0,2025-04-30
CARD0000809,CUST001381,ACC0002128,Travel Rewards,Active,5000.0,2024-03-31
CARD0000810,CUST000137,ACC0004661,Visa Classic,Active,2500.0,2026-02-23
CARD0000811,CUST004624,ACC0001488,Cash Back,Active,2500.0,2024-10-22
CARD0000812,CUST000491,ACC0004369,Visa Classic,Active,20000.0,2021-11-10
CARD0000813,CUST001430,ACC0004872,Travel Rewards,Active,2500.0,2023-02-19
CARD0000814,CUST001011,ACC0005096,Visa Infinite,Active,2500.0,2021-11-30
CARD0000815,CUST002394,ACC0006826,Visa Infinite,Active,15000.0,2024-06-06
CARD0000816,CUST003349,ACC0000966,Cash Back,Active,15000.0,2026-04-16
CARD0000817,CUST000063,ACC0007874,Visa Infinite,Active,2500.0,2025-04-23
CARD0000818,CUST001497,ACC0007136,Visa Classic,Active,2500.0,2022-01-10
CARD0000819,CUST002748,ACC0006038,Travel Rewards,Active,10000.0,2024-12-03
CARD0000820,CUST004179,ACC0006072,Travel Rewards,Active,5000.0,2022-06-04
CARD0000821,CUST001862,ACC0001666,Travel Rewards,Active,15000.0,2024-03-08
CARD0000822,CUST004931,ACC0004520,Cash Back,Active,20000.0,2022-05-15
CARD0000823,CUST000059,ACC0001794,Visa Classic,Active,5000.0,2026-04-01
CARD0000824,CUST003945,ACC0005039,Visa Infinite,Active,15000.0,2021-09-11
CARD0000825,CUST004893,ACC0005474,Visa Infinite,Active,1000.0,2024-09-01
CARD0000826,CUST002178,ACC0004032,Visa Infinite,Active,10000.0,2022-04-26
CARD0000827,CUST003479,ACC0004317,Cash Back,Active,10000.0,2024-05-08
CARD0000828,CUST002270,ACC0007731,Travel Rewards,Active,5000.0,2024-08-17
CARD0000829,CUST001853,ACC0006373,Visa Infinite,Closed,2500.0,2025-05-17
CARD0000830,CUST004798,ACC0005650,Visa Classic,Active,15000.0,2025-04-09
CARD0000831,CUST004557,ACC0002182,Visa Classic,Active,1000.0,2024-11-04
CARD0000832,CUST004973,ACC0005787,Cash Back,Active,7500.0,2023-12-18
CARD0000833,CUST001608,ACC0007899,Visa Infinite,Active,5000.0,2022-11-07
CARD0000834,CUST001768,ACC0004797,Cash Back,Active,20000.0,2023-10-27
CARD0000835,CUST001399,ACC0004450,Travel Rewards,Active,15000.0,2023-12-08
CARD0000836,CUST004063,ACC0005822,Cash Back,Active,5000.0,2024-04-05
CARD0000837,CUST004992,ACC0005401,Travel Rewards,Active,7500.0,2023-01-26
CARD0000838,CUST004196,ACC0002523,Travel Rewards,Active,10000.0,2026-02-23
CARD0000839,CUST003499,ACC0005254,Visa Classic,Active,2500.0,2025-01-02
CARD0000840,CUST001590,ACC0005138,Travel Rewards,Blocked,5000.0,2023-03-20
CARD0000841,CUST002060,ACC0004025,Travel Rewards,Active,10000.0,2025-11-04
CARD0000842,CUST004951,ACC0001173,Cash Back,Active,15000.0,2022-03-18
CARD0000843,CUST003461,ACC0006419,Visa Classic,Active,15000.0,2023-03-17
CARD0000844,CUST001207,ACC0003459,Travel Rewards,Active,5000.0,2024-10-19
CARD0000845,CUST001120,ACC0006671,Cash Back,Active,20000.0,2022-07-03
CARD0000846,CUST000029,ACC0002938,Travel Rewards,Active,10000.0,2025-12-14
CARD0000847,CUST001023,ACC0000436,Visa Infinite,Active,7500.0,2024-04-30
CARD0000848,CUST002281,ACC0003514,Travel Rewards,Active,15000.0,2024-01-02
CARD0000849,CUST000714,ACC0001490,Visa Classic,Closed,5000.0,2022-11-06
CARD0000850,CUST003594,ACC0003471,Visa Classic,Active,7500.0,2022-10-28
CARD0000851,CUST004782,ACC0004929,Travel Rewards,Active,15000.0,2024-10-22
CARD0000852,CUST004515,ACC0005663,Cash Back,Active,5000.0,2023-07-25
CARD0000853,CUST004573,ACC0001558,Visa Classic,Closed,5000.0,2022-12-27
CARD0000854,CUST004627,ACC0000995,Travel Rewards,Active,2500.0,2022-04-06
CARD0000855,CUST002338,ACC0000859,Travel Rewards,Active,20000.0,2023-12-09
CARD0000856,CUST002948,ACC0002759,Travel Rewards,Active,10000.0,2025-08-23
CARD0000857,CUST004834,ACC0001534,Travel Rewards,Closed,10000.0,2022-05-03
CARD0000858,CUST002810,ACC0004018,Cash Back,Active,20000.0,2022-05-25
CARD0000859,CUST000736,ACC0003348,Cash Back,Active,2500.0,2021-12-27
CARD0000860,CUST002533,ACC0003232,Visa Infinite,Active,1000.0,2025-02-03
CARD0000861,CUST000551,ACC0005104,Travel Rewards,Active,2500.0,2024-09-19
CARD0000862,CUST002578,ACC0006762,Visa Infinite,Closed,7500.0,2025-04-15
CARD0000863,CUST003513,ACC0005495,Cash Back,Active,7500.0,2024-11-24
CARD0000864,CUST003318,ACC0007504,Visa Infinite,Blocked,20000.0,2021-11-17
CARD0000865,CUST003852,ACC0003438,Visa Classic,Active,2500.0,2023-08-15
CARD0000866,CUST002670,ACC0000487,Visa Classic,Active,15000.0,2021-10-02
CARD0000867,CUST002159,ACC0003096,Cash Back,Active,20000.0,2023-05-21
CARD0000868,CUST003108,ACC0000200,Visa Infinite,Active,15000.0,2023-05-22
CARD0000869,CUST002099,ACC0006276,Visa Classic,Active,5000.0,2025-05-26
CARD0000870,CUST002932,ACC0002058,Cash Back,Active,20000.0,2023-01-28
CARD0000871,CUST001992,ACC0005636,Visa Infinite,Active,1000.0,2022-01-18
CARD0000872,CUST003684,ACC0007817,Visa Classic,Active,15000.0,2024-01-05
CARD0000873,CUST001453,ACC0002459,Cash Back,Active,20000.0,2024-08-18
CARD0000874,CUST003095,ACC0000983,Visa Classic,Active,2500.0,2023-04-16
CARD0000875,CUST001679,ACC0007665,Visa Classic,Active,7500.0,2024-12-29
CARD0000876,CUST004241,ACC0003435,Cash Back,Active,1000.0,2025-04-05
CARD0000877,CUST000024,ACC0007561,Visa Classic,Blocked,5000.0,2025-10-01
CARD0000878,CUST001090,ACC0002593,Visa Infinite,Active,20000.0,2023-06-19
CARD0000879,CUST003801,ACC0005472,Visa Infinite,Active,2500.0,2022-07-24
CARD0000880,CUST004274,ACC0005163,Cash Back,Closed,7500.0,2021-08-15
CARD0000881,CUST004766,ACC0004356,Visa Infinite,Active,20000.0,2023-11-27
CARD0000882,CUST002206,ACC0005082,Visa Classic,Active,1000.0,2023-10-19
CARD0000883,CUST000497,ACC0006536,Visa Classic,Active,20000.0,2023-01-25
CARD0000884,CUST004021,ACC0006429,Cash Back,Active,7500.0,2021-08-22
CARD0000885,CUST001293,ACC0002227,Travel Rewards,Active,1000.0,2022-12-15
CARD0000886,CUST003274,ACC0004081,Travel Rewards,Active,10000.0,2024-05-15
CARD0000887,CUST001171,ACC0004978,Visa Classic,Active,20000.0,2025-04-06
CARD0000888,CUST001652,ACC0001502,Cash Back,Active,20000.0,2026-01-16
CARD0000889,CUST002492,ACC0000712,Visa Classic,Active,2500.0,2024-07-09
CARD0000890,CUST001071,ACC0000355,Cash Back,Active,20000.0,2024-01-09
CARD0000891,CUST000457,ACC0002797,Visa Infinite,Active,20000.0,2024-04-18
CARD0000892,CUST003650,ACC0004060,Visa Infinite,Active,7500.0,2025-05-09
CARD0000893,CUST003893,ACC0000049,Travel Rewards,Active,1000.0,2022-03-09
CARD0000894,CUST004225,ACC0003033,Travel Rewards,Active,10000.0,2021-11-11
CARD0000895,CUST002131,ACC0000643,Travel Rewards,Active,5000.0,2022-12-16
CARD0000896,CUST002049,ACC0004127,Travel Rewards,Active,2500.0,2022-06-18
CARD0000897,CUST000997,ACC0006799,Visa Classic,Active,7500.0,2024-01-01
CARD0000898,CUST003516,ACC0000177,Visa Infinite,Active,2500.0,2021-07-21
CARD0000899,CUST001649,ACC0001872,Visa Infinite,Active,15000.0,2026-03-18
CARD0000900,CUST004430,ACC0002317,Travel Rewards,Active,10000.0,2025-01-21
CARD0000901,CUST001866,ACC0000787,Visa Infinite,Active,20000.0,2024-08-03
CARD0000902,CUST001045,ACC0004794,Cash Back,Active,20000.0,2025-07-23
CARD0000903,CUST001061,ACC0003255,Visa Infinite,Active,2500.0,2021-11-03
CARD0000904,CUST002001,ACC0007489,Travel Rewards,Active,1000.0,2023-04-12
CARD0000905,CUST001360,ACC0001804,Visa Infinite,Active,2500.0,2023-01-11
CARD0000906,CUST003402,ACC0004197,Cash Back,Active,20000.0,2022-07-19
CARD0000907,CUST002379,ACC0004217,Visa Infinite,Active,7500.0,2024-08-13
CARD0000908,CUST003788,ACC0000933,Visa Classic,Active,1000.0,2022-07-03
CARD0000909,CUST003034,ACC0000092,Travel Rewards,Active,1000.0,2025-11-04
CARD0000910,CUST004082,ACC0001303,Travel Rewards,Active,15000.0,2024-12-08
CARD0000911,CUST001688,ACC0002064,Travel Rewards,Active,10000.0,2021-08-04
CARD0000912,CUST001450,ACC0001401,Visa Infinite,Active,7500.0,2023-12-17
CARD0000913,CUST004720,ACC0005863,Visa Classic,Active,15000.0,2023-03-10
CARD0000914,CUST001354,ACC0007682,Visa Classic,Closed,1000.0,2026-03-25
CARD0000915,CUST003345,ACC0005839,Visa Infinite,Active,2500.0,2022-11-01
CARD0000916,CUST004782,ACC0000531,Cash Back,Active,15000.0,2026-05-01
CARD0000917,CUST002751,ACC0003572,Visa Infinite,Active,1000.0,2022-01-16
CARD0000918,CUST004840,ACC0006553,Visa Classic,Active,20000.0,2023-04-30
CARD0000919,CUST001949,ACC0004954,Visa Classic,Active,7500.0,2021-10-07
CARD0000920,CUST004892,ACC0001941,Visa Infinite,Active,20000.0,2022-06-28
CARD0000921,CUST001456,ACC0003200,Cash Back,Active,15000.0,2021-08-05
CARD0000922,CUST000082,ACC0005412,Visa Infinite,Active,10000.0,2021-09-19
CARD0000923,CUST002696,ACC0003993,Visa Infinite,Active,7500.0,2023-06-21
CARD0000924,CUST000623,ACC0000107,Visa Classic,Blocked,15000.0,2025-09-16
CARD0000925,CUST000706,ACC0005687,Travel Rewards,Active,1000.0,2024-02-06
CARD0000926,CUST004766,ACC0003593,Visa Infinite,Active,20000.0,2025-12-04
CARD0000927,CUST003991,ACC0002919,Visa Classic,Active,15000.0,2024-01-09
CARD0000928,CUST001531,ACC0005754,Travel Rewards,Active,15000.0,2025-03-29
CARD0000929,CUST000476,ACC0003405,Visa Classic,Closed,20000.0,2024-07-20
CARD0000930,CUST000562,ACC0000132,Visa Classic,Active,1000.0,2021-09-17
CARD0000931,CUST000489,ACC0006142,Cash Back,Active,7500.0,2024-07-25
CARD0000932,CUST002853,ACC0001727,Visa Classic,Active,10000.0,2026-01-06
CARD0000933,CUST004187,ACC0007300,Travel Rewards,Active,15000.0,2021-09-25
CARD0000934,CUST003568,ACC0003133,Travel Rewards,Active,5000.0,2022-01-20
CARD0000935,CUST004969,ACC0006271,Visa Classic,Active,7500.0,2024-09-18
CARD0000936,CUST000086,ACC0004490,Visa Classic,Active,2500.0,2024-10-23
CARD0000937,CUST001098,ACC0003127,Travel Rewards,Active,1000.0,2025-06-09
CARD0000938,CUST000745,ACC0006188,Travel Rewards,Active,15000.0,2024-01-17
CARD0000939,CUST000021,ACC0005186,Visa Classic,Active,1000.0,2022-01-20
CARD0000940,CUST003763,ACC0007222,Cash Back,Blocked,5000.0,2023-03-24
CARD0000941,CUST001430,ACC0002419,Travel Rewards,Active,5000.0,2024-02-03
CARD0000942,CUST004591,ACC0001618,Travel Rewards,Active,1000.0,2026-02-21
CARD0000943,CUST004214,ACC0001413,Cash Back,Active,2500.0,2025-06-27
CARD0000944,CUST000323,ACC0005461,Cash Back,Active,2500.0,2024-04-02
CARD0000945,CUST001972,ACC0007464,Visa Infinite,Closed,1000.0,2021-10-30
CARD0000946,CUST000991,ACC0007847,Cash Back,Active,2500.0,2026-01-01
CARD0000947,CUST003756,ACC0005232,Travel Rewards,Active,2500.0,2026-04-30
CARD0000948,CUST001686,ACC0002723,Cash Back,Active,10000.0,2023-09-18
CARD0000949,CUST000576,ACC0000695,Travel Rewards,Active,1000.0,2025-01-14
CARD0000950,CUST003555,ACC0005963,Visa Infinite,Active,2500.0,2024-04-16
CARD0000951,CUST001114,ACC0002489,Visa Infinite,Active,7500.0,2024-07-19
CARD0000952,CUST000884,ACC0005509,Travel Rewards,Active,2500.0,2025-05-06
CARD0000953,CUST003241,ACC0001104,Cash Back,Active,5000.0,2024-01-15
CARD0000954,CUST000238,ACC0000168,Visa Infinite,Active,7500.0,2024-11-11
CARD0000955,CUST003981,ACC0000094,Travel Rewards,Active,10000.0,2024-03-26
CARD0000956,CUST002126,ACC0000368,Visa Classic,Active,1000.0,2021-12-16
CARD0000957,CUST001473,ACC0003353,Visa Infinite,Active,10000.0,2021-07-28
CARD0000958,CUST000892,ACC0006688,Cash Back,Active,10000.0,2025-07-19
CARD0000959,CUST002666,ACC0006466,Visa Infinite,Active,5000.0,2022-04-29
CARD0000960,CUST002572,ACC0007355,Cash Back,Active,15000.0,2024-12-31
CARD0000961,CUST000702,ACC0000836,Travel Rewards,Blocked,15000.0,2021-10-13
CARD0000962,CUST004438,ACC0005543,Visa Classic,Active,20000.0,2023-04-25
CARD0000963,CUST001504,ACC0006166,Cash Back,Active,7500.0,2023-10-01
CARD0000964,CUST000405,ACC0006855,Travel Rewards,Active,5000.0,2024-09-26
CARD0000965,CUST004845,ACC0003334,Visa Classic,Active,2500.0,2023-05-25
CARD0000966,CUST004682,ACC0005922,Cash Back,Active,20000.0,2022-09-06
CARD0000967,CUST004860,ACC0006456,Visa Classic,Active,5000.0,2023-11-03
CARD0000968,CUST004557,ACC0004754,Visa Classic,Active,2500.0,2024-08-29
CARD0000969,CUST000848,ACC0006850,Visa Infinite,Active,20000.0,2024-10-17
CARD0000970,CUST002688,ACC0007050,Cash Back,Active,1000.0,2023-02-08
CARD0000971,CUST001814,ACC0005248,Cash Back,Active,7500.0,2022-09-07
CARD0000972,CUST004705,ACC0007424,Visa Classic,Active,10000.0,2026-02-28
CARD0000973,CUST002469,ACC0001881,Travel Rewards,Active,2500.0,2026-04-30
CARD0000974,CUST003892,ACC0005196,Travel Rewards,Active,20000.0,2023-07-13
CARD0000975,CUST002256,ACC0002707,Cash Back,Active,5000.0,2025-09-03
CARD0000976,CUST003511,ACC0005549,Visa Classic,Active,20000.0,2021-08-08
CARD0000977,CUST001301,ACC0004657,Visa Infinite,Active,20000.0,2024-07-14
CARD0000978,CUST001694,ACC0002421,Visa Infinite,Active,2500.0,2024-09-04
CARD0000979,CUST003926,ACC0005883,Travel Rewards,Active,5000.0,2024-07-29
CARD0000980,CUST003968,ACC0002620,Travel Rewards,Active,1000.0,2021-08-23
CARD0000981,CUST002652,ACC0004405,Visa Infinite,Active,7500.0,2024-02-05
CARD0000982,CUST001169,ACC0001916,Visa Infinite,Active,15000.0,2024-10-15
CARD0000983,CUST000307,ACC0006632,Travel Rewards,Active,1000.0,2022-11-22
CARD0000984,CUST002790,ACC0004451,Cash Back,Active,1000.0,2024-05-10
CARD0000985,CUST003355,ACC0005267,Visa Infinite,Active,5000.0,2024-06-08
CARD0000986,CUST002493,ACC0005441,Travel Rewards,Closed,10000.0,2025-02-18
CARD0000987,CUST001067,ACC0001731,Travel Rewards,Active,1000.0,2024-04-08
